Snake,Reference,SVMP (Snake Venom Metalloproteinase),PI-SVMP (Snake Venom Metalloproteinase-PI),PII-SVMP (Snake Venom Metalloproteinase PII),PIII-SVMP (Snake Venom Metalloproteinase PIII),SVMPi (Snake Venom Metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),α-NTx (α-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine Proteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine,Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknown peptides,Non-toxin,Unknown/Undetermined,Country,PI-SVMP (Snake Venom Metalloproteinase PI),S49-PLA2,Continent
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/19539636,0,29.94,0.7,13.27,0,0,0,1.4,0,0,0,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,35.93,9.08,0,4.39,0,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/19539636,0,32.2,0,8.8,0,0,0,2.1,0,0,0,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,18.8,10,0,18.2,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/19665598,0,45.35,0,3.1,0,3.2,0,1.7,0,0,0,7.09,0.1,2.6,0,0,0,0,0,0,0,0,0,0,18.48,2.5,0,10.89,0,0,0,0,4.7,0,0.15,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colombia,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/19665598,0,23,0,49.1,0,0,0,0.1,0,0,0,0.7,0.9,1.8,0,0,0,0,0,0,0,0,0,0,5.6,11.8,0,4.6,0,0,0,0,2.1,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/22300577,0,23.2,0,35,0,3.2,0,0,0,0,0,3.6,0,2.4,0,0,0,0,0,0,0,11,0,0,0,0,0,11.1,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,8.2,0,64,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,17,0,0,0,0,0,5.5,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,14,0,69,0,0,0,0,0,0,0,0.5,0,1.2,0,0,0,0,0,0,0,10,0,0,0,0,0,4.5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,16.3,0,66,0,0,0,0,0,0,0,0.4,0,1.2,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,21,0,54,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,16,0,0,0,0,0,6.9,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,18,0,63,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,15,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,21,0,56,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,18,0,0,0,0,0,2.1,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42e-14,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,17.96,0,66.87,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,8.08,0,0,0,0,0,3.49,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,10.5,0,69,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,12.8,0,0,0,0,0,2.6,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42e-14,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,16,0,68,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,8,0,0,0,0,0,4.3,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,0,18,0,66,0,0,0,0,0,0,0,0.9,0,2.7,0,0,0,0,0,0,0,8.5,0,0,0,0,0,2.5,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venezuela,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,0,31,0,54,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,7.7,0,0,0,0,0,2.3,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venezuela,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,0,21,0,60,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,5.5,0,0,0,0,0,9.5,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venezuela,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,0,65,0,20,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,8.5,0,0,0,0,0,2.2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venezuela,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,21,0,4.8,0,3.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,48,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42e-14,Colombia,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,8.5,5.2,37.2,0,0,0,0,0,0,0,13.1,0,3.7,0,0,0,0,0,0,0,6.2,0,0,0,0,0,11.5,0,0,0,0,9.1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0,2.4,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,4.6,4.6,37.3,0,0,0,0,0,0,0,10.2,0,4.3,0,0,0,0,0,0,0,7.5,0,0,0,0,0,14.1,0,0,0,0,9.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,2.6,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,6.5,4.6,40.3,0,0,0,0,0,0,0,13.1,0,4.3,0,0,0,0,0,0,0,5.7,0,0,0,0,0,10.3,0,0,0,0,8.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,2.7,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,0,5.89,5.19,42.81,0,0,0,0,0,0,0,11.78,0,3.79,0,0,0,0,0,0,0,6.39,0,0,0,0,0,9.68,0,0,0,0,8.68,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,2.2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,5.79,6.49,42.26,0,0,0,0,0,0,0,12.19,0,2.1,0,0,0,0,0,0,1.5,3.3,0,0,0,0,0,8.09,0,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,1.4,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,Brazil,0,0,America
Bothrops ayerbei,https://www.ncbi.nlm.nih.gov/pubmed/24231109,53.7,0,0,0,0,2.3,0,0,0,0,0,10.1,0,1.1,0,0,0,0,0,0,0,0.7,0,0,0,0,0,9.3,0,0,0,0,3.3,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,1.7,Colombia,0,0,America
Bothrops barnetti,https://www.ncbi.nlm.nih.gov/pubmed/22300577,0,22.9,0,51.2,0,5.5,0,0,0,0,0,3.3,0,3.1,0,0,0,0,0,0,0,6.4,0,0,0,0,0,6.7,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Peru,0,0,America
Bothrops caribbaeus,https://www.ncbi.nlm.nih.gov/pubmed/18785768,0,30.6,0,38,0,0,0,0,0,1.5,0,0,0.2,2.6,0,0,0,0,0,0,0,12.8,0,0,0,0,0,4.7,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,Costa Rica,0,0,America
Bothrops colombiensis,https://www.ncbi.nlm.nih.gov/pubmed/19457355,0,30.77,0,11.29,0,0,0,5.59,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,34.07,10.19,0,1,0,0,0,0,5.69,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venezuela,0,0,America
Bothrops cotiara,https://www.ncbi.nlm.nih.gov/pubmed/18760386,0,3.1,0,70,0,0,0,1.2,0,0,0,0.1,0.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,3.8,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops cotiara,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,4.3,10,36.7,0,0,0,0,0,0,0,4.7,0,2.9,0,0,0,0,0,0,2.5,0.6,0,0,0,0,0,13,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.3,0,0,0,Brazil,0,0,America
Bothrops diporus,https://www.ncbi.nlm.nih.gov/pubmed/26712790,0,14.7,0,19.5,2.6,0,0,0,0,0,0,2.9,1.4,1.2,0,0,0,0,0,0,0.3,24.1,0,0,0,0,0,7.2,0,0,0,0,7.4,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Argentina,0,0,America
Bothrops erythromelas,https://www.ncbi.nlm.nih.gov/pubmed/25462430,0,8.99,0,29.77,0,5.29,0,0,0,0,0,17.18,1.4,0,0,0,0,0,0,0,0.5,0,0,0,0,15.08,0,7.19,0,0,0,0,0,0,11.39,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops erythromelas,https://www.ncbi.nlm.nih.gov/pubmed/25462430,0,6.99,0,35.96,0,3.6,0,0,0,0,0,21.58,1.1,0,0,0,0,0,0,0,0.1,0,0,0,0,13.79,0,4,0,0,0,0,0,0,10.99,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops erythromelas,https://www.ncbi.nlm.nih.gov/pubmed/25462430,0,14.4,0,35.4,0,8.9,0,0,0,0,0,8.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,5.8,0,0,0,0,0,0,14.5,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops erythromelas,https://www.ncbi.nlm.nih.gov/pubmed/25462430,0,7.2,0,38,0,3.4,0,0,0,0,0,18,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,13.5,0,6,0,0,0,0,0,0,9.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Brazil,0,0,America
Bothrops erythromelas,https://www.ncbi.nlm.nih.gov/pubmed/25462430,0,2.7,0,45.5,0,5.3,0,0,0,0,0,8.4,2.1,0,0,0,0,0,0,0,0.1,0,0,0,0,10.5,0,9.7,0,0,0,0,0,0,12.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,Brazil,0,0,America
Bothrops fonsecai,https://www.ncbi.nlm.nih.gov/pubmed/18760386,0,3.4,0,39.1,0,0,0,4.4,0,0,0,9.8,0.7,2.4,0,0,0,0,0,0,0,30.1,0,0,0,0,0,4.1,0,0,0,0,1.9,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Brazil,0,0,America
Bothrops insularis,https://www.ncbi.nlm.nih.gov/pubmed/19211044,29.91,0,0,0,0,0,0,0,0,0,0,31.21,0,1.3,0,0,0,0,0,0,0,9.97,0,0,0,0,0,12.46,0,0,0,0,1.3,0,11.27,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Bothrops jararaca,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,3.8,9.4,29.6,0,0,0,0,0,0,0,24.4,0,1.4,0,0,0,0,0,0,0.8,3.2,0,0,0,0,0,11.7,0,0,0,0,10.7,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.3,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.1,Brazil,0,0,America
Bothrops jararacussu,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,1.5,4.5,20.2,0,0,0,0,0,0,0,9.7,0,2.2,0,0,0,0,0,0,1.7,25.7,0,0,0,0,0,12.3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,Brazil,0,0,America
Bothrops lanceolatus,https://www.ncbi.nlm.nih.gov/pubmed/18785768,0,25.77,0,48.35,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0,0,14.39,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Bothrops neuwiedi,https://www.ncbi.nlm.nih.gov/pubmed/24069493,0,14.1,14,21.8,0,0,0,0,0,0,0,8.6,0,2,0,0,0,0,0,0,1.4,8.4,0,0,0,0,0,8.8,0,0,0,0,16.7,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,Brazil,0,0,America
Bothrops pictus,https://www.ncbi.nlm.nih.gov/pubmed/22300577,0,10.3,0,57.7,0,8.9,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Peru,0,0,America
Bothrops pirajai,https://www.ncbi.nlm.nih.gov/pubmed/23385358,20.7,0,0,0,0,1.4,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,7.1,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,10.6,Brazil,0,0,America
Bothrops punctatus,https://www.ncbi.nlm.nih.gov/pubmed/24498576,41.5,0,0,0,0,3.8,0,0,0,0,0,16.7,0,1.2,0,0,0,0,0,0,0,9.3,0,0,0,0,0,5.4,0,0,0,0,3.1,0,10.7,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Colombia,0,0,America
Bungarus caeruleus,https://www.ncbi.nlm.nih.gov/pubmed/28476572,1.3,0,0,0,0,0,0,0,0,0,0,0,0,5.5,19,0,0,0,0,0,0,59.9,0,4.6,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,Sri Lanka,0,0,Eurasia
Bungarus candidus,https://www.ncbi.nlm.nih.gov/pubmed/25154052,4.9,0,0,0,0,0,0,0,0,0,0,0,0,3.9,30.07,0,0,0,0,0,1,25.17,0,0,0,0,0,3.9,0,12.59,0,0,5.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,0,1,0,0,4.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,0,0,Eurasia
Bungarus fasciatus,https://www.ncbi.nlm.nih.gov/pubmed/25154052,4.69,0,0,0,0,0,0,0,0,0,0,0,0,1.2,17.37,0,0,0,0,0,0,44.11,0,0,0,0,0,5.79,0,9.28,0,0,5.79,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.69,2.3,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,0,0,Eurasia
Bungarus fasciatus,https://www.ncbi.nlm.nih.gov/pubmed/26341420,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1.27,0,0,0,0,0,0.71,66.83,0,0,0,0,0,0,0,1.83,0,0,7.07,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.39,Vietnam,0,0,Eurasia
