Snake,Reference,SVMP (Snake Venom Metalloproteinase),PI-SVMP (Snake Venom Metalloproteinase-PI),PII-SVMP (Snake Venom Metalloproteinase PII),PIII-SVMP (Snake Venom Metalloproteinase PIII),SVMPi (Snake Venom Metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),α-NTx (α-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine Proteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine,Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknown peptides,Non-toxin,Unknown/Undetermined,Country,PI-SVMP (Snake Venom Metalloproteinase PI),S49-PLA2,Continent
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,3.5,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,9.6,0,0,0,0,1.2,4.1,0,0,0,0,0,0,0,26.2,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.2,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,7.4,0,41.1,0,0,0,0,0.1,3.5,0,0,0,0,0,0,0,0,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0.8,USA,0,0,America
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,0,7.7,0,46.9,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,23.9,0,0,0,0,1.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1,USA,0,0,America
Crotalus simus,https://www.ncbi.nlm.nih.gov/pubmed/19863078,0,0,0,2,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,52.7,36,0,0,0,0,0,0,1.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Crotalus simus,https://www.ncbi.nlm.nih.gov/pubmed/19863078,0,22.5,0,49.2,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,4.1,5.3,0,0,0,0,3.8,0,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Crotalus simus culminatus,https://www.ncbi.nlm.nih.gov/pubmed/23727490,48.5,0,0,0,0,3.8,0,0,0,0,0,0.8,0,3.5,0,0,0,0,0,0,0,3.4,0,0,0,0,0,15.9,0,0,0,0,4.7,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Mexico,0,0,America
Crotalus simus culminatus,https://www.ncbi.nlm.nih.gov/pubmed/28731347,0,20.18,0,25.67,7.89,2.7,0,0,0,0,0,0,0,5.59,0,0,0,0,0,0,0,3.8,0,0,0,0,0,16.48,0,0,0,0,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mexico,0,0,America
Crotalus simus culminatus,https://www.ncbi.nlm.nih.gov/pubmed/28731347,0,24.23,0,17.25,6.58,1.69,0,0,0,0,0,0.1,0,3.69,0,0,0,0,0,0,0,13.46,0,0,0,0,0,13.06,0,0,0,0,8.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mexico,0,0,America
Crotalus simus simus,https://www.ncbi.nlm.nih.gov/pubmed/23727490,27.4,0,0,0,0,1.5,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,8.1,0,0,0,0,14.3,30.4,0,0,0,0,5.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,Mexico,0,0,America
Crotalus simus simus,https://www.ncbi.nlm.nih.gov/pubmed/28731347,0,0,8.7,23.1,6.6,4.3,0,0,0,0,0,0.1,0,3.9,0,0,0,0,0,0,0,3.9,0,0,0,0,16.8,23.7,0,0,0,0,3.5,0,0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,Mexico,0,0,America
Crotalus simus simus,https://www.ncbi.nlm.nih.gov/pubmed/28731347,0,0,0,5.23,1.68,0,0,0,0,0,0,0,0,10.96,0,0,0,0,0,0,0,9.97,0,0,0,0,25.86,32.28,0,0,0,0,1.97,0,5.53,1.18,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mexico,0,0,America
Crotalus simus tzabcan,https://www.ncbi.nlm.nih.gov/pubmed/28731347,0,16.1,0,15.7,6.3,5.1,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,3,15.4,0,0,0,0,1.95,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,Mexico,0,0,America
Crotalus simus tzabcan,https://www.ncbi.nlm.nih.gov/pubmed/28731347,0,3.79,0,2.87,2.31,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0.18,18.31,0,0,0,0,4.25,0,0,4.9,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,35.05,0,0,0,0.74,0,8.88,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mexico,0,0,America
Crotalus tigris,https://www.ncbi.nlm.nih.gov/pubmed/22181673,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,66.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Origin unknown,0,0,Origin unknown
Crotalus viridis viridis,https://www.ncbi.nlm.nih.gov/pubmed/25819372,0,2.19,6.63,12.15,8.18,0.7,0,0,0,0,0,1.81,0,4.65,0,0,0,0,0,0,0.11,0,0,0,0,15.67,0,19.88,0,0,0,0,11.46,0,10.78,0,0,0,0,0,0,5.49,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Crotalus viridis viridis,https://www.ncbi.nlm.nih.gov/pubmed/25819372,0,2.84,3.67,4.82,0.1,0.14,0,0,0,0,0,3.32,0,2.12,0,0,0,0,0,0,0.12,0,0.39,0,0,10.13,0,26.72,0,0,0,0,2.84,0,6.46,0,0,0,0,0,0,35.45,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Crotalus viridis viridis,https://www.ncbi.nlm.nih.gov/pubmed/25819372,0,4.06,1.74,8.4,4.51,0.76,0,0,0,0,0,7.27,0,4.01,0,0,0,0,0,0,0.19,0,0,0,0,10.9,0,18.2,0,0,0,0,7.56,0,6.41,0,0,0,0,0,0,25.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,America
Crotalus viridis viridis,https://www.ncbi.nlm.nih.gov/pubmed/25819372,0,6.97,0.93,3.02,0,0.13,0,0,0,0,0,1.75,0,3.88,0,0,0,0,0,0,0,0,0,0,0,7.69,0,26.82,0,0,0,0,0,0,8.23,0,0,0,0,0,0,38.07,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,USA,0,0,America
Daboia russelii,https://www.ncbi.nlm.nih.gov/pubmed/26342672,6.9,0,0,0,0,0,0,0,0,0,0,22.4,0,2,0,0,0,0,0,0,0.1,35,0,0,0,0,0,16,0,4.6,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0,0,Eurasia
Daboia russelii,https://www.ncbi.nlm.nih.gov/pubmed/27936776,24.78,0,0,0,0,4.9,0,0,0,0,0,1.8,0,6.79,0,0,0,0,0,0,0.1,32.47,0,0,0,0,0,7.99,0,12.49,0,0,0.3,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,1.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,0,0,Eurasia
Daboia russelii russelii,https://www.ncbi.nlm.nih.gov/pubmed/27265321,21.8,0,0,0,0,0.4,0,0,0,0,0,6.4,0,2.6,0,0,0,0,0,0,0,32.8,0,0,0,0,0,3.2,0,28.4,0,0,0.6,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,Pakistan,0,0,Eurasia
Dendroaspis angusticeps,https://www.ncbi.nlm.nih.gov/pubmed/26877184,6.7,0,0,0,0,0,0,0,0,0,0,0,0,2,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,Tanzania,0,0,Africa
Dendroaspis polylepis,https://www.ncbi.nlm.nih.gov/pubmed/25688917,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,61.1,0,0,0,0,0,0,0.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.3,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenya,0,0,Africa
Drysdalia coronoides,https://www.ncbi.nlm.nih.gov/pubmed/26169672,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,Adult,0,0,Adult
Echis ocellatus,https://www.ncbi.nlm.nih.gov/pubmed/19026773,0,6.33,0.09,56.05,0.47,6.33,3.63,0,0,0,2.7,6.52,1.58,1.4,0,0,0,0,0,0,0,11.73,0,0,0,0,0,1.86,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nigeria,0,0,Africa
Gloydius brevicaudus,https://www.ncbi.nlm.nih.gov/pubmed/24487038,0,0,14.3,50.1,0,4.6,0,0,0,0,0,0.2,0,1.1,0,0,0,0,0,0,0,25,0,0,0,0,0,3.7,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,0,0,Eurasia
Gloydius brevicaudus,https://www.ncbi.nlm.nih.gov/pubmed/24487038,0,0,13.5,52.2,0,7.4,0,0,0,0,0,4.8,0,2.5,0,0,0,0,0,0,0,13.4,0,0,0,0,0,4.5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neonate,0,0,Neonate
Hydrophis cyanocinctus,https://www.ncbi.nlm.nih.gov/pubmed/22643073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7,29.4,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iran,0,0,Eurasia
Hydrophis platurus,https://www.ncbi.nlm.nih.gov/pubmed/24704853,0.9,0,0,0,0,0,0,0,0,0,0,0,0,9.1,49.9,0,0,0,0,0,0,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.8,0,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,Costa Rica,0,0,America
Hydrophis schistosus,https://www.ncbi.nlm.nih.gov/pubmed/26047715,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,55.8,14.7,0,0,0,6.1,21.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,0,0,Eurasia
Lachesis acrochorda,https://www.ncbi.nlm.nih.gov/pubmed/22982523,0,5.49,0,17.68,0,0,0,0,0,0,0,6.89,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.3,0,35.06,0,0,0,0,9.59,21.48,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colombia,0,0,America
Lachesis melanocephala,https://www.ncbi.nlm.nih.gov/pubmed/22982523,0,7.6,0,11.3,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,21,0,0,0,0,3.6,30.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,Costa Rica,0,0,America
Lachesis muta muta,https://www.ncbi.nlm.nih.gov/pubmed/18541473,0,19.4,0,12.5,0,0,0,0,0,0,0,7.9,0,1.8,0,0,0,0,0,0,0,8.7,0,0,0,0,0,31.2,0,0,0,0,2.7,14.7,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Bolivia,0,0,America
Lachesis muta rhombeata,https://www.ncbi.nlm.nih.gov/pubmed/23747394,0,19.2,0,10.3,0,0,0,0,0,0,0,2.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0,10.8,0,26.5,0,0,0,0,0.5,0,28,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Lachesis stenophrys,https://www.ncbi.nlm.nih.gov/pubmed/22982523,0,2.26,0,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,37,0,0,0,0,2.65,32.88,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,0,0,America
Lachesis stenophrys,https://www.ncbi.nlm.nih.gov/pubmed/22982523,0,17.8,0,12.8,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,21.2,0,0,0,0,2.7,27.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Costa Rica,0,0,America
Lachesis stenophrys,https://www.ncbi.nlm.nih.gov/pubmed/22982523,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,43.8,0,0,0,0,0.6,37.2,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Costa Rica,0,0,America
Laticauda colubrina,https://www.ncbi.nlm.nih.gov/pubmed/28688916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,16.94,48.87,0,0,33.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,Indonesia,0,0,Oceania
Macrovipera lebetina,https://www.ncbi.nlm.nih.gov/pubmed/16206329,66.34,0,0,0,0,0,0.99,0,0,0,5.94,9.9,0.99,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0,1.98,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Macrovipera lebetina,https://www.ncbi.nlm.nih.gov/pubmed/22387317,63.1,0,0,0,0,15.1,0,0,0,0,0,3.2,0.9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.5,0,3.1,0,0,0,0,0,0,3.3,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunisia,0,0,Africa
Macrovipera lebetina obtusa,https://www.ncbi.nlm.nih.gov/pubmed/18590992,0,27.36,0,4.23,0,0,2.76,0,0,0,8.37,14.57,1.67,2.56,0,0,0,0,0,0,0,14.37,0,0,0,0,0,14.67,0,0,0,0,1.67,0,2.61,2.56,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armenia,0,0,Eurasia
Macrovipera lebetina transmediterranea,https://www.ncbi.nlm.nih.gov/pubmed/18590992,0,0,0,66.34,0,0,0.99,0,0,0,5.94,9.9,0.99,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0.5,1.98,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armenia,0,0,Eurasia
Macrovipera mauritanica,https://www.ncbi.nlm.nih.gov/pubmed/22387317,0,7.1,0,38.3,0,0,7.8,0,0,0,6,8.1,1.1,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,8.3,0,2.5,0,0,0,0,0,0,10.8,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morocco,0,0,Africa
Micropechis ikaheka,https://www.ncbi.nlm.nih.gov/pubmed/25109465,0,0,0,7.29,0,0,0,0,0,0,0,0,0.3,1.8,9.18,0,0,0,0,0,0,0,0,0,0,79.84,0,0.1,0,0.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Papua New Guinea,0,0,Oceania
Micrurus alleni,https://www.ncbi.nlm.nih.gov/pubmed/26325292,1.2,0,0,0,0,0,0,0,0,0,0,1.8,0,0,77.3,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,3.9,0,0.6,Costa Rica,0,0,America
Micrurus altirostris,https://www.ncbi.nlm.nih.gov/pubmed/21515432,0,0,0,0.9,0,0,0,0,0,0,0,0.1,0,0.1,79.5,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,2.1,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
Micrurus clarki,https://www.ncbi.nlm.nih.gov/pubmed/27164141,1.6,0,0,0,0,0,0,0,0,0,0,1.1,0,0,48.2,0,0,0,0,0,0.2,36.5,0,0,0,0,0,1,0,0.9,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,4.1,Costa Rica,0,0,America
Micrurus corallinus,https://www.ncbi.nlm.nih.gov/pubmed/21515432,0,0,0,2.4,0,0,0,0,0,0,0,0.9,0,0,81.7,0,0,0,0,0,0,11.9,0,0,0,0,0,0.8,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,0,0,America
