Snake,Reference,Note,"SVMP (Snake Venom Metalloproteinase), mg","PI-SVMP (Snake Venom Metalloproteinase-PI), mg","PII-SVMP (Snake Venom Metalloproteinase PII), mg","PIII-SVMP (Snake Venom Metalloproteinase PIII), mg","SVMPi (Snake Venom Metalloproteinase inhibitor), mg","Disintegrin, mg","Short disintegrin, mg","Medium disintegrin, mg","Large disintegrin, mg","Long disintegrin, mg","Dimeric disintegrin, mg","CTL (C-type Lectin), mg","DC-fragment (Disintegrin-like/Cysteine-Ichdomains of PIII-SVMP), mg","CRISP (Cysteine-Rich Secretory Protein), mg","3Ftx (Three-Finger Toxin), mg","alpha-NTx (alpha-NeuroToxin), mg","NTx (NeuroToxin), mg","SNTx (Short chain Neurotoxin), mg","LNTx (Long chain Neurotoxin), mg","WNTx (Weak Neurotoxin), mg","PLB (Phospholipase B), mg","PLA2 (Phospholipase A2), mg","Acidic PLA2 (Phospholipase A2), mg","Basic PLA2 (Phospholipase A2), mg","K49-PLA2 (Phospholipase A2), mg","D49-PLA2 (Phospholipase A2), mg","Crotoxin, mg","SP (Serine-Proteinase), mg","SPi (Serine-Proteinase inhibitor), mg","KuTi (Kunitz-type Inhibitor), mg","KaTi (Kazal-type Inhibitor), mg","KLK (Kallikrein), mg","LAAO (L-Amino Acid Oxidase), mg","VAP (Vasoactive Peptides), mg","BPP (Bradykinin-Potentiating Peptides), mg","BIP (Bradykinin-Inhibitory Peptides), mg","VEGF (Vascular Endothelial Growth Factor), mg","CVF (Cobra Venom Factor), mg","NP (Natriuretic Peptide), mg","Muscarinic-toxin, mg","Cytotoxin, mg","Myotoxin, mg","Mojave toxin, mg","Sarafotoxin, mg","Trimucrotoxin, mg","Waprin, mg","Navaprin, mg","Ohanin, mg","Oscutarin C, mg","Cystatin, mg","Crotamine, mg","Vespryn, mg","HYA (Hyaluronidase), mg","KTC (prokineticin), mg","NGF (Nerve Growth Factor), mg","ILGF-1 (Insulin-like Growth Factor), mg","PDE (Phosphodiesterases), mg","ACHE (Acetylcholineesterase), mg","NT5 (5NucleoTidase), mg","EP (Endopeptidase), mg","EN (Endonuclease), mg","Trypsinogen, mg","QC (Glutaminyl Cyclase), mg","CCM (Complement Control Module), mg","LIPA (Lysosomal Lipase A), mg","TRF (Transferrin), mg","CTT (Cytidyltransferase), mg","ALB (Albumin), mg","HBG (Hemoglobin), mg","pG peptides (Poly-Gly Peptides), mg","pGpH peptides (Gly-His-rich Peptides), mg","beta-BTx (beta-bungarotoxin), mg","Gal (galactose-binding lectin), mg","Selectins, mg","FMO (flavin monoamine oxidases), mg","GP (glutathione peroxidase), mg","CELF (Type-B carboxylesterases/lipases), mg","Atragin, mg","AMT (AminoTransferase), mg","Aspartic protease, mg","TBP (Toxin biosynthesis proteins), mg","BP (Blood Proteins), mg","KNL (Kinesin-like protein), mg","NTP (Neurotrophin), mg","Fibrinogenases, mg","AP (AminoPeptidase), mg","ChE (Cholinesterase), mg","OLP (Ohanin like proteins), mg","CRVP (Cysteine Rich Venom Proteine), mg","NMG (Neuronal membrane glycoprotein), mg","RIB (ribosomal protein), mg","ECTONT (ecto-59-nucleotidase), mg","Actin, mg","Unknown peptides, mg","Non-toxin, mg","Unknown/Undetermined, mg","Sum, mg"
Bothriechis lateralis,https://www.ncbi.nlm.nih.gov/pubmed/27777178,Costa Rica,0.00,0.46,0.00,3.44,1.30,0.76,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,0.00,0.00,0.00,0.00,0.00,4.58,0.00,0.00,0.00,0.00,1.36,0.00,2.18,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,21.12
Bothriechis schlegelii,https://www.ncbi.nlm.nih.gov/pubmed/18444672,Costa Rica,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.76,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00,1.66,0.00,1.78,0.00,2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Bothriechis schlegelii,https://www.ncbi.nlm.nih.gov/pubmed/27777178,Costa Rica,0.00,0.00,0.00,1.62,1.38,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.16,3.46,0.00,0.00,0.00,0.00,0.00,4.12,0.00,1.26,0.00,0.00,0.68,0.00,3.18,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,20.00
Bothrops alternatus,https://www.ncbi.nlm.nih.gov/pubmed/20329766,Brazil,43.10,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.80,0.00,0.00,0.00,0.00,0.00,24.10,0.00,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,0.00,0.00,100.00
Bothrops alternatus,https://www.ncbi.nlm.nih.gov/pubmed/24069493,Brazil,0.00,3.60,7.60,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.80,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.00,0.00,0.00,0.00,0.00,0.00,5.80,0.00,0.00,0.00,0.00,14.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.40,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,100.10
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/18557640,Caribbean neonate,0.00,55.08,116.28,627.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.44,0.00,38.25,0.00,0.00,0.00,0.00,0.00,0.00,36.72,30.60,0.00,0.00,0.00,0.00,0.00,88.74,0.00,0.00,0.00,0.00,227.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,0.00,6.12,0.00,22.95,0.00,0.00,0.00,0.00,0.00,13.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.72,0.00,0.00,0.00,0.00,"1,531.53"
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/18557640,Caribbean adult,0.00,492.66,0.00,134.64,0.00,0.00,0.00,32.13,0.00,0.00,0.00,7.65,1.53,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.64,153.00,0.00,278.46,0.00,0.00,0.00,0.00,140.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,530.00"
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/18557640,Pacific adult,0.00,466.65,0.00,203.49,0.00,0.00,0.00,21.42,0.00,0.00,0.00,7.65,1.53,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.80,139.23,0.00,67.32,0.00,0.00,0.00,0.00,70.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,530.00"
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/18557640,Pacific neonate,0.00,108.63,0.00,890.46,0.00,0.00,0.00,9.18,0.00,0.00,0.00,3.06,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.26,359.55,0.00,39.78,0.00,0.00,0.00,0.00,52.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,"1,530.00"
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/19539636,Costa Rica (Pacific),0.00,458.24,10.70,203.22,0.00,0.00,0.00,21.36,0.00,0.00,0.00,7.64,1.53,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,549.37,138.97,0.00,67.20,0.00,0.00,0.00,0.00,70.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,530.00"
Bothrops asper,https://www.ncbi.nlm.nih.gov/pubmed/19539636,Costa Rica (Carribean),0.00,492.66,0.00,134.64,0.00,0.00,0.00,32.13,0.00,0.00,0.00,7.65,1.53,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.64,153.00,0.00,278.46,0.00,0.00,0.00,0.00,140.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,530.00"
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/19665598,Columbia,0.00,46.40,0.00,70.00,0.00,6.40,0.00,0.00,0.00,0.00,0.00,7.20,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,22.20,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/19665598,Columbia,0.00,90.80,0.00,6.20,0.00,6.40,0.00,3.40,0.00,0.00,0.00,14.20,0.20,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,5.00,0.00,21.80,0.00,0.00,0.00,0.00,9.40,0.00,0.30,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.20
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/22300577,Brazil,0.00,46.00,0.00,98.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,1.40,1.80,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.20,23.60,0.00,9.20,0.00,0.00,0.00,0.00,4.20,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,16.40,0.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,28.00,0.00,138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,32.60,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,42.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,13.80,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,36.00,0.00,126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,42.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,4.20,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,36.00,0.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.40
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,21.00,0.00,138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,0.00,0.00,0.00,0.00,0.00,5.20,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/21278006,Brazil,0.00,32.00,0.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,8.60,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,Venezuela,0.00,36.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,Venezuela,0.00,62.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.40,0.00,0.00,0.00,0.00,0.00,4.60,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,Venezuelan juvenile,0.00,42.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
Bothrops atrox,https://www.ncbi.nlm.nih.gov/pubmed/28274896,Venezuelan adult,0.00,130.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
